INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
INFO:root:Reloaded SentencePiece model from tokenizer.model
INFO:root:#words: 32000 - BOS ID: 1 - EOS ID: 2
DEBUG:root:Layer: embedding.weight, Weight before backpropMean: 4.4523872929858044e-05, Weight Std: 1.0000399351119995, Weight Norm: 4957.61669921875
DEBUG:root:Layer: layers.7.attention.value.bias, Gradient Mean: 1.5103745681699365e-05, Gradient Std: 0.00015460771101061255, Gradient Norm: 0.004302233923226595
DEBUG:root:Layer: layers.7.attention.out.weight, Gradient Mean: -1.8665630818759382e-08, Gradient Std: 0.00011921447730856016, Gradient Norm: 0.09155663847923279
DEBUG:root:Layer: layers.7.attention.out.weight, Gradient Mean: -1.8665630818759382e-08, Gradient Std: 0.00011921447730856016, Gradient Norm: 0.09155663847923279
DEBUG:root:Layer: layers.7.attention.out.bias, Gradient Mean: 5.608550950053637e-12, Gradient Std: 0.0001572040346218273, Gradient Norm: 0.004353728145360947
DEBUG:root:Layer: layers.7.attention.out.bias, Gradient Mean: 5.608550950053637e-12, Gradient Std: 0.0001572040346218273, Gradient Norm: 0.004353728145360947
DEBUG:root:Layer: layers.7.ffn.linear1.weight, Gradient Mean: 1.4013482485964596e-13, Gradient Std: 0.00012102023902116343, Gradient Norm: 0.18588705360889435
DEBUG:root:Layer: layers.7.ffn.linear1.weight, Gradient Mean: 1.4013482485964596e-13, Gradient Std: 0.00012102023902116343, Gradient Norm: 0.18588705360889435
DEBUG:root:Layer: layers.7.ffn.linear1.bias, Gradient Mean: -1.906900797621347e-05, Gradient Std: 9.542810585116968e-05, Gradient Norm: 0.005392883904278278
DEBUG:root:Layer: layers.7.ffn.linear1.bias, Gradient Mean: -1.906900797621347e-05, Gradient Std: 9.542810585116968e-05, Gradient Norm: 0.005392883904278278
DEBUG:root:Layer: layers.7.ffn.linear2.weight, Gradient Mean: 2.902109219604654e-09, Gradient Std: 0.00010854792344616726, Gradient Norm: 0.16672958433628082
DEBUG:root:Layer: layers.7.ffn.linear2.weight, Gradient Mean: 2.902109219604654e-09, Gradient Std: 0.00010854792344616726, Gradient Norm: 0.16672958433628082
DEBUG:root:Layer: layers.7.ffn.linear2.bias, Gradient Mean: 6.6696279575617634e-12, Gradient Std: 0.0001428846881026402, Gradient Norm: 0.003957157954573631
DEBUG:root:Layer: layers.7.ffn.linear2.bias, Gradient Mean: 6.6696279575617634e-12, Gradient Std: 0.0001428846881026402, Gradient Norm: 0.003957157954573631
DEBUG:root:Layer: layers.7.norm1.weight, Gradient Mean: 1.9901330233551562e-05, Gradient Std: 0.000125309030408971, Gradient Norm: 0.003513955045491457
DEBUG:root:Layer: layers.7.norm1.weight, Gradient Mean: 1.9901330233551562e-05, Gradient Std: 0.000125309030408971, Gradient Norm: 0.003513955045491457
DEBUG:root:Layer: layers.7.norm1.bias, Gradient Mean: 9.270939699490555e-06, Gradient Std: 0.00015568305389024317, Gradient Norm: 0.004319253843277693
DEBUG:root:Layer: layers.7.norm1.bias, Gradient Mean: 9.270939699490555e-06, Gradient Std: 0.00015568305389024317, Gradient Norm: 0.004319253843277693
DEBUG:root:Layer: layers.7.norm2.weight, Gradient Mean: -8.826743578538299e-05, Gradient Std: 0.00014663735055364668, Gradient Norm: 0.004740888252854347
DEBUG:root:Layer: layers.7.norm2.weight, Gradient Mean: -8.826743578538299e-05, Gradient Std: 0.00014663735055364668, Gradient Norm: 0.004740888252854347
DEBUG:root:Layer: layers.7.norm2.bias, Gradient Mean: -1.7849258711066796e-06, Gradient Std: 0.00012440331920515746, Gradient Norm: 0.003445676062256098
DEBUG:root:Layer: layers.7.norm2.bias, Gradient Mean: -1.7849258711066796e-06, Gradient Std: 0.00012440331920515746, Gradient Norm: 0.003445676062256098
DEBUG:root:Layer: layers.8.attention.query.weight, Gradient Mean: 2.1711027801827243e-15, Gradient Std: 9.98595351120457e-06, Gradient Norm: 0.007669205777347088
DEBUG:root:Layer: layers.8.attention.query.weight, Gradient Mean: 2.1711027801827243e-15, Gradient Std: 9.98595351120457e-06, Gradient Norm: 0.007669205777347088
DEBUG:root:Layer: layers.8.attention.query.bias, Gradient Mean: -5.396228175413853e-07, Gradient Std: 7.153435944928788e-06, Gradient Norm: 0.00019867632363457233
DEBUG:root:Layer: layers.8.attention.query.bias, Gradient Mean: -5.396228175413853e-07, Gradient Std: 7.153435944928788e-06, Gradient Norm: 0.00019867632363457233
DEBUG:root:Layer: layers.8.attention.key.weight, Gradient Mean: -1.2039751723261043e-14, Gradient Std: 9.925155609380454e-06, Gradient Norm: 0.0076225134544074535
DEBUG:root:Layer: layers.8.attention.key.weight, Gradient Mean: -1.2039751723261043e-14, Gradient Std: 9.925155609380454e-06, Gradient Norm: 0.0076225134544074535
DEBUG:root:Layer: layers.8.attention.key.bias, Gradient Mean: 4.375388940047742e-13, Gradient Std: 8.260434003481976e-12, Gradient Norm: 2.2909191210729318e-10
DEBUG:root:Layer: layers.8.attention.key.bias, Gradient Mean: 4.375388940047742e-13, Gradient Std: 8.260434003481976e-12, Gradient Norm: 2.2909191210729318e-10
DEBUG:root:Layer: layers.8.attention.value.weight, Gradient Mean: -2.842170943040401e-14, Gradient Std: 0.00010610971366986632, Gradient Norm: 0.08149219304323196
DEBUG:root:Layer: layers.8.attention.value.weight, Gradient Mean: -2.842170943040401e-14, Gradient Std: 0.00010610971366986632, Gradient Norm: 0.08149219304323196
DEBUG:root:Layer: layers.8.attention.value.bias, Gradient Mean: 4.73663294542348e-06, Gradient Std: 0.00013525951362680644, Gradient Norm: 0.0037482797633856535
DEBUG:root:Layer: layers.8.attention.value.bias, Gradient Mean: 4.73663294542348e-06, Gradient Std: 0.00013525951362680644, Gradient Norm: 0.0037482797633856535
DEBUG:root:Layer: layers.8.attention.out.weight, Gradient Mean: 3.6867204844526213e-09, Gradient Std: 0.00010904539522016421, Gradient Norm: 0.08374679088592529
DEBUG:root:Layer: layers.8.attention.out.weight, Gradient Mean: 3.6867204844526213e-09, Gradient Std: 0.00010904539522016421, Gradient Norm: 0.08374679088592529
DEBUG:root:Layer: layers.8.attention.out.bias, Gradient Mean: 5.9117155615240335e-12, Gradient Std: 0.0001355330750811845, Gradient Norm: 0.0037535568699240685
DEBUG:root:Layer: layers.8.attention.out.bias, Gradient Mean: 5.9117155615240335e-12, Gradient Std: 0.0001355330750811845, Gradient Norm: 0.0037535568699240685
DEBUG:root:Layer: layers.8.ffn.linear1.weight, Gradient Mean: 1.5434567957484796e-13, Gradient Std: 0.00011836513294838369, Gradient Norm: 0.18180879950523376
DEBUG:root:Layer: layers.8.ffn.linear1.weight, Gradient Mean: 1.5434567957484796e-13, Gradient Std: 0.00011836513294838369, Gradient Norm: 0.18180879950523376
DEBUG:root:Layer: layers.8.ffn.linear1.bias, Gradient Mean: -1.76976973307319e-05, Gradient Std: 9.175761078950018e-05, Gradient Norm: 0.005178641993552446
DEBUG:root:Layer: layers.8.ffn.linear1.bias, Gradient Mean: -1.76976973307319e-05, Gradient Std: 9.175761078950018e-05, Gradient Norm: 0.005178641993552446
DEBUG:root:Layer: layers.8.ffn.linear2.weight, Gradient Mean: 3.67551322710824e-08, Gradient Std: 0.00010074232704937458, Gradient Norm: 0.15474019944667816
DEBUG:root:Layer: layers.8.ffn.linear2.weight, Gradient Mean: 3.67551322710824e-08, Gradient Std: 0.00010074232704937458, Gradient Norm: 0.15474019944667816
DEBUG:root:Layer: layers.8.ffn.linear2.bias, Gradient Mean: 6.366462912410498e-12, Gradient Std: 0.00012513356341514736, Gradient Norm: 0.003465544432401657
DEBUG:root:Layer: layers.8.ffn.linear2.bias, Gradient Mean: 6.366462912410498e-12, Gradient Std: 0.00012513356341514736, Gradient Norm: 0.003465544432401657
DEBUG:root:Layer: layers.8.norm1.weight, Gradient Mean: 2.520595990063157e-05, Gradient Std: 0.00010311884398106486, Gradient Norm: 0.0029400393832474947
DEBUG:root:Layer: layers.8.norm1.weight, Gradient Mean: 2.520595990063157e-05, Gradient Std: 0.00010311884398106486, Gradient Norm: 0.0029400393832474947
DEBUG:root:Layer: layers.8.norm1.bias, Gradient Mean: 5.796922408762839e-08, Gradient Std: 0.00013883196515962481, Gradient Norm: 0.0038449191488325596
DEBUG:root:Layer: layers.8.norm1.bias, Gradient Mean: 5.796922408762839e-08, Gradient Std: 0.00013883196515962481, Gradient Norm: 0.0038449191488325596
DEBUG:root:Layer: layers.8.norm2.weight, Gradient Mean: -8.059510582825169e-05, Gradient Std: 0.00015936441195663065, Gradient Norm: 0.0049465252086520195
DEBUG:root:Layer: layers.8.norm2.weight, Gradient Mean: -8.059510582825169e-05, Gradient Std: 0.00015936441195663065, Gradient Norm: 0.0049465252086520195
DEBUG:root:Layer: layers.8.norm2.bias, Gradient Mean: -5.429209522844758e-06, Gradient Std: 0.00011896024807356298, Gradient Norm: 0.0032980102114379406
DEBUG:root:Layer: layers.8.norm2.bias, Gradient Mean: -5.429209522844758e-06, Gradient Std: 0.00011896024807356298, Gradient Norm: 0.0032980102114379406
DEBUG:root:Layer: layers.9.attention.query.weight, Gradient Mean: -2.565848720965198e-15, Gradient Std: 7.703056326135993e-06, Gradient Norm: 0.0059159426018595695
DEBUG:root:Layer: layers.9.attention.query.weight, Gradient Mean: -2.565848720965198e-15, Gradient Std: 7.703056326135993e-06, Gradient Norm: 0.0059159426018595695
DEBUG:root:Layer: layers.9.attention.query.bias, Gradient Mean: -1.7503765548099182e-07, Gradient Std: 5.319137471815338e-06, Gradient Norm: 0.00014739210018888116
DEBUG:root:Layer: layers.9.attention.query.bias, Gradient Mean: -1.7503765548099182e-07, Gradient Std: 5.319137471815338e-06, Gradient Norm: 0.00014739210018888116
DEBUG:root:Layer: layers.9.attention.key.weight, Gradient Mean: 4.194175964920919e-15, Gradient Std: 7.598962383781327e-06, Gradient Norm: 0.005835998337715864
DEBUG:root:Layer: layers.9.attention.key.weight, Gradient Mean: 4.194175964920919e-15, Gradient Std: 7.598962383781327e-06, Gradient Norm: 0.005835998337715864
DEBUG:root:Layer: layers.9.attention.key.bias, Gradient Mean: -2.366625504509473e-13, Gradient Std: 7.229555929605391e-12, Gradient Norm: 2.0032824010751682e-10
DEBUG:root:Layer: layers.9.attention.key.bias, Gradient Mean: -2.366625504509473e-13, Gradient Std: 7.229555929605391e-12, Gradient Norm: 2.0032824010751682e-10
DEBUG:root:Layer: layers.9.attention.value.weight, Gradient Mean: -3.000069404056685e-14, Gradient Std: 9.207149560097605e-05, Gradient Norm: 0.07071084529161453
DEBUG:root:Layer: layers.9.attention.value.weight, Gradient Mean: -3.000069404056685e-14, Gradient Std: 9.207149560097605e-05, Gradient Norm: 0.07071084529161453
DEBUG:root:Layer: layers.9.attention.value.bias, Gradient Mean: 2.810563728417037e-06, Gradient Std: 0.00011603849998209625, Gradient Norm: 0.0032146028243005276
DEBUG:root:Layer: layers.9.attention.value.bias, Gradient Mean: 2.810563728417037e-06, Gradient Std: 0.00011603849998209625, Gradient Norm: 0.0032146028243005276
DEBUG:root:Layer: layers.9.attention.out.weight, Gradient Mean: 1.1646641873142016e-08, Gradient Std: 9.136760490946472e-05, Gradient Norm: 0.07017026096582413
DEBUG:root:Layer: layers.9.attention.out.weight, Gradient Mean: 1.1646641873142016e-08, Gradient Std: 9.136760490946472e-05, Gradient Norm: 0.07017026096582413
DEBUG:root:Layer: layers.9.attention.out.bias, Gradient Mean: 7.048583938740194e-12, Gradient Std: 0.00011754341539926827, Gradient Norm: 0.0032553370110690594
DEBUG:root:Layer: layers.9.attention.out.bias, Gradient Mean: 7.048583938740194e-12, Gradient Std: 0.00011754341539926827, Gradient Norm: 0.0032553370110690594
DEBUG:root:Layer: layers.9.ffn.linear1.weight, Gradient Mean: 1.0322606891445193e-13, Gradient Std: 0.00010850337275769562, Gradient Norm: 0.16666114330291748
DEBUG:root:Layer: layers.9.ffn.linear1.weight, Gradient Mean: 1.0322606891445193e-13, Gradient Std: 0.00010850337275769562, Gradient Norm: 0.16666114330291748
DEBUG:root:Layer: layers.9.ffn.linear1.bias, Gradient Mean: -1.8891427316702902e-05, Gradient Std: 8.191387314582244e-05, Gradient Norm: 0.004658584017306566
DEBUG:root:Layer: layers.9.ffn.linear1.bias, Gradient Mean: -1.8891427316702902e-05, Gradient Std: 8.191387314582244e-05, Gradient Norm: 0.004658584017306566
DEBUG:root:Layer: layers.9.ffn.linear2.weight, Gradient Mean: -2.39847270933069e-08, Gradient Std: 9.407453035237268e-05, Gradient Norm: 0.14449846744537354
DEBUG:root:Layer: layers.9.ffn.linear2.weight, Gradient Mean: -2.39847270933069e-08, Gradient Std: 9.407453035237268e-05, Gradient Norm: 0.14449846744537354
DEBUG:root:Layer: layers.9.ffn.linear2.bias, Gradient Mean: 6.063298300940101e-12, Gradient Std: 0.00010661354463081807, Gradient Norm: 0.002952636918053031
DEBUG:root:Layer: layers.9.ffn.linear2.bias, Gradient Mean: 6.063298300940101e-12, Gradient Std: 0.00010661354463081807, Gradient Norm: 0.002952636918053031
DEBUG:root:Layer: layers.9.norm1.weight, Gradient Mean: 1.8090830053552054e-05, Gradient Std: 8.913091733120382e-05, Gradient Norm: 0.0025188575964421034
DEBUG:root:Layer: layers.9.norm1.weight, Gradient Mean: 1.8090830053552054e-05, Gradient Std: 8.913091733120382e-05, Gradient Norm: 0.0025188575964421034
DEBUG:root:Layer: layers.9.norm1.bias, Gradient Mean: -1.242800180989434e-06, Gradient Std: 0.00011280604667263106, Gradient Norm: 0.0031243267003446817
DEBUG:root:Layer: layers.9.norm1.bias, Gradient Mean: -1.242800180989434e-06, Gradient Std: 0.00011280604667263106, Gradient Norm: 0.0031243267003446817
DEBUG:root:Layer: layers.9.norm2.weight, Gradient Mean: -7.882720092311502e-05, Gradient Std: 0.00013459412730298936, Gradient Norm: 0.0043205078691244125
DEBUG:root:Layer: layers.9.norm2.weight, Gradient Mean: -7.882720092311502e-05, Gradient Std: 0.00013459412730298936, Gradient Norm: 0.0043205078691244125
DEBUG:root:Layer: layers.9.norm2.bias, Gradient Mean: 2.6773245735967066e-06, Gradient Std: 0.00010543155076447874, Gradient Norm: 0.0029208443593233824
DEBUG:root:Layer: layers.9.norm2.bias, Gradient Mean: 2.6773245735967066e-06, Gradient Std: 0.00010543155076447874, Gradient Norm: 0.0029208443593233824
DEBUG:root:Layer: layers.10.attention.query.weight, Gradient Mean: 9.473903425812318e-15, Gradient Std: 7.372749223577557e-06, Gradient Norm: 0.005662266165018082
DEBUG:root:Layer: layers.10.attention.query.weight, Gradient Mean: 9.473903425812318e-15, Gradient Std: 7.372749223577557e-06, Gradient Norm: 0.005662266165018082
DEBUG:root:Layer: layers.10.attention.query.bias, Gradient Mean: -6.453703349507123e-08, Gradient Std: 4.8100778258231e-06, Gradient Norm: 0.00013322598533704877
DEBUG:root:Layer: layers.10.attention.query.bias, Gradient Mean: -6.453703349507123e-08, Gradient Std: 4.8100778258231e-06, Gradient Norm: 0.00013322598533704877
DEBUG:root:Layer: layers.10.attention.key.weight, Gradient Mean: -8.067620363265155e-15, Gradient Std: 7.5744355854112655e-06, Gradient Norm: 0.005817161872982979
DEBUG:root:Layer: layers.10.attention.key.weight, Gradient Mean: -8.067620363265155e-15, Gradient Std: 7.5744355854112655e-06, Gradient Norm: 0.005817161872982979
DEBUG:root:Layer: layers.10.attention.key.bias, Gradient Mean: -7.405187574249794e-14, Gradient Std: 9.03808798635719e-12, Gradient Norm: 2.5031610118020353e-10
DEBUG:root:Layer: layers.10.attention.key.bias, Gradient Mean: -7.405187574249794e-14, Gradient Std: 9.03808798635719e-12, Gradient Norm: 2.5031610118020353e-10
DEBUG:root:Layer: layers.10.attention.value.weight, Gradient Mean: 4.658002567101312e-14, Gradient Std: 8.204640471376479e-05, Gradient Norm: 0.06301158666610718
DEBUG:root:Layer: layers.10.attention.value.weight, Gradient Mean: 4.658002567101312e-14, Gradient Std: 8.204640471376479e-05, Gradient Norm: 0.06301158666610718
DEBUG:root:Layer: layers.10.attention.value.bias, Gradient Mean: -7.750060831313021e-06, Gradient Std: 0.0001026388126774691, Gradient Norm: 0.0028506603557616472
DEBUG:root:Layer: layers.10.attention.value.bias, Gradient Mean: -7.750060831313021e-06, Gradient Std: 0.0001026388126774691, Gradient Norm: 0.0028506603557616472
DEBUG:root:Layer: layers.10.attention.out.weight, Gradient Mean: -4.921953400405243e-10, Gradient Std: 8.151619113050401e-05, Gradient Norm: 0.0626043826341629
DEBUG:root:Layer: layers.10.attention.out.weight, Gradient Mean: -4.921953400405243e-10, Gradient Std: 8.151619113050401e-05, Gradient Norm: 0.0626043826341629
DEBUG:root:Layer: layers.10.attention.out.bias, Gradient Mean: 5.987506931232067e-12, Gradient Std: 0.0001003952493192628, Gradient Norm: 0.0027804228011518717
DEBUG:root:Layer: layers.10.attention.out.bias, Gradient Mean: 5.987506931232067e-12, Gradient Std: 0.0001003952493192628, Gradient Norm: 0.0027804228011518717
DEBUG:root:Layer: layers.10.ffn.linear1.weight, Gradient Mean: 1.2750294797834322e-13, Gradient Std: 0.00010236021626042202, Gradient Norm: 0.15722526609897614
DEBUG:root:Layer: layers.10.ffn.linear1.weight, Gradient Mean: 1.2750294797834322e-13, Gradient Std: 0.00010236021626042202, Gradient Norm: 0.15722526609897614
DEBUG:root:Layer: layers.10.ffn.linear1.bias, Gradient Mean: -1.811796028050594e-05, Gradient Std: 7.605891005368903e-05, Gradient Norm: 0.004332899581640959
DEBUG:root:Layer: layers.10.ffn.linear1.bias, Gradient Mean: -1.811796028050594e-05, Gradient Std: 7.605891005368903e-05, Gradient Norm: 0.004332899581640959
DEBUG:root:Layer: layers.10.ffn.linear2.weight, Gradient Mean: -1.7969354004776505e-08, Gradient Std: 8.951700874604285e-05, Gradient Norm: 0.13749811053276062
DEBUG:root:Layer: layers.10.ffn.linear2.weight, Gradient Mean: -1.7969354004776505e-08, Gradient Std: 8.951700874604285e-05, Gradient Norm: 0.13749811053276062
DEBUG:root:Layer: layers.10.ffn.linear2.bias, Gradient Mean: 7.1243753084482275e-12, Gradient Std: 9.241621592082083e-05, Gradient Norm: 0.0025594450999051332
DEBUG:root:Layer: layers.10.ffn.linear2.bias, Gradient Mean: 7.1243753084482275e-12, Gradient Std: 9.241621592082083e-05, Gradient Norm: 0.0025594450999051332
DEBUG:root:Layer: layers.10.norm1.weight, Gradient Mean: 1.6480569684063084e-05, Gradient Std: 7.876769086578861e-05, Gradient Norm: 0.002228751080110669
DEBUG:root:Layer: layers.10.norm1.weight, Gradient Mean: 1.6480569684063084e-05, Gradient Std: 7.876769086578861e-05, Gradient Norm: 0.002228751080110669
DEBUG:root:Layer: layers.10.norm1.bias, Gradient Mean: 2.429238065815298e-06, Gradient Std: 0.00010284790914738551, Gradient Norm: 0.0028491441626101732
DEBUG:root:Layer: layers.10.norm1.bias, Gradient Mean: 2.429238065815298e-06, Gradient Std: 0.00010284790914738551, Gradient Norm: 0.0028491441626101732
DEBUG:root:Layer: layers.10.norm2.weight, Gradient Mean: -7.287164771696553e-05, Gradient Std: 0.00014040482346899807, Gradient Norm: 0.00438161613419652
DEBUG:root:Layer: layers.10.norm2.weight, Gradient Mean: -7.287164771696553e-05, Gradient Std: 0.00014040482346899807, Gradient Norm: 0.00438161613419652
DEBUG:root:Layer: layers.10.norm2.bias, Gradient Mean: -9.325794962933287e-07, Gradient Std: 9.907826461130753e-05, Gradient Norm: 0.002744070952758193
DEBUG:root:Layer: layers.10.norm2.bias, Gradient Mean: -9.325794962933287e-07, Gradient Std: 9.907826461130753e-05, Gradient Norm: 0.002744070952758193
DEBUG:root:Layer: layers.11.attention.query.weight, Gradient Mean: 7.894919345045068e-16, Gradient Std: 6.47345314064296e-06, Gradient Norm: 0.004971607588231564
DEBUG:root:Layer: layers.11.attention.query.weight, Gradient Mean: 7.894919345045068e-16, Gradient Std: 6.47345314064296e-06, Gradient Norm: 0.004971607588231564
DEBUG:root:Layer: layers.11.attention.query.bias, Gradient Mean: 8.02178306003043e-08, Gradient Std: 4.434449692780618e-06, Gradient Norm: 0.00012283115938771516
DEBUG:root:Layer: layers.11.attention.query.bias, Gradient Mean: 8.02178306003043e-08, Gradient Std: 4.434449692780618e-06, Gradient Norm: 0.00012283115938771516
DEBUG:root:Layer: layers.11.attention.key.weight, Gradient Mean: 1.603655503542808e-15, Gradient Std: 6.403385668818373e-06, Gradient Norm: 0.0049177962355315685
DEBUG:root:Layer: layers.11.attention.key.weight, Gradient Mean: 1.603655503542808e-15, Gradient Std: 6.403385668818373e-06, Gradient Norm: 0.0049177962355315685
DEBUG:root:Layer: layers.11.attention.key.bias, Gradient Mean: -1.1324274851176597e-13, Gradient Std: 8.271786033908768e-12, Gradient Norm: 2.2910665031794508e-10
DEBUG:root:Layer: layers.11.attention.key.bias, Gradient Mean: -1.1324274851176597e-13, Gradient Std: 8.271786033908768e-12, Gradient Norm: 2.2910665031794508e-10
DEBUG:root:Layer: layers.11.attention.value.weight, Gradient Mean: 4.263256414560601e-14, Gradient Std: 7.067996921250597e-05, Gradient Norm: 0.05428216978907585
DEBUG:root:Layer: layers.11.attention.value.weight, Gradient Mean: 4.263256414560601e-14, Gradient Std: 7.067996921250597e-05, Gradient Norm: 0.05428216978907585
DEBUG:root:Layer: layers.11.attention.value.bias, Gradient Mean: -7.853728675399907e-06, Gradient Std: 8.736179006518796e-05, Gradient Norm: 0.0024292340967804193
DEBUG:root:Layer: layers.11.attention.value.bias, Gradient Mean: -7.853728675399907e-06, Gradient Std: 8.736179006518796e-05, Gradient Norm: 0.0024292340967804193
DEBUG:root:Layer: layers.11.attention.out.weight, Gradient Mean: 1.09343085696878e-08, Gradient Std: 6.895335536682978e-05, Gradient Norm: 0.05295613408088684
DEBUG:root:Layer: layers.11.attention.out.weight, Gradient Mean: 1.09343085696878e-08, Gradient Std: 6.895335536682978e-05, Gradient Norm: 0.05295613408088684
DEBUG:root:Layer: layers.11.attention.out.bias, Gradient Mean: 6.063298300940101e-12, Gradient Std: 8.709775283932686e-05, Gradient Norm: 0.0024121517781168222
DEBUG:root:Layer: layers.11.attention.out.bias, Gradient Mean: 6.063298300940101e-12, Gradient Std: 8.709775283932686e-05, Gradient Norm: 0.0024121517781168222
DEBUG:root:Layer: layers.11.ffn.linear1.weight, Gradient Mean: 8.210715907088634e-14, Gradient Std: 9.952252730727196e-05, Gradient Norm: 0.15286657214164734
DEBUG:root:Layer: layers.11.ffn.linear1.weight, Gradient Mean: 8.210715907088634e-14, Gradient Std: 9.952252730727196e-05, Gradient Norm: 0.15286657214164734
DEBUG:root:Layer: layers.11.ffn.linear1.bias, Gradient Mean: -1.544361475680489e-05, Gradient Std: 7.367549551418051e-05, Gradient Norm: 0.00417160801589489
DEBUG:root:Layer: layers.11.ffn.linear1.bias, Gradient Mean: -1.544361475680489e-05, Gradient Std: 7.367549551418051e-05, Gradient Norm: 0.00417160801589489
DEBUG:root:Layer: layers.11.ffn.linear2.weight, Gradient Mean: -9.48428624525377e-09, Gradient Std: 8.507406892022118e-05, Gradient Norm: 0.13067373633384705
DEBUG:root:Layer: layers.11.ffn.linear2.weight, Gradient Mean: -9.48428624525377e-09, Gradient Std: 8.507406892022118e-05, Gradient Norm: 0.13067373633384705
DEBUG:root:Layer: layers.11.ffn.linear2.bias, Gradient Mean: 3.3348139787808817e-12, Gradient Std: 7.937754708109424e-05, Gradient Norm: 0.002198342466726899
DEBUG:root:Layer: layers.11.ffn.linear2.bias, Gradient Mean: 3.3348139787808817e-12, Gradient Std: 7.937754708109424e-05, Gradient Norm: 0.002198342466726899
DEBUG:root:Layer: layers.11.norm1.weight, Gradient Mean: 1.3676519301952794e-05, Gradient Std: 7.232497591758147e-05, Gradient Norm: 0.0020385668613016605
DEBUG:root:Layer: layers.11.norm1.weight, Gradient Mean: 1.3676519301952794e-05, Gradient Std: 7.232497591758147e-05, Gradient Norm: 0.0020385668613016605
DEBUG:root:Layer: layers.11.norm1.bias, Gradient Mean: 2.3590141609020066e-06, Gradient Std: 8.847732533467934e-05, Gradient Norm: 0.0024512307718396187
DEBUG:root:Layer: layers.11.norm1.bias, Gradient Mean: 2.3590141609020066e-06, Gradient Std: 8.847732533467934e-05, Gradient Norm: 0.0024512307718396187
DEBUG:root:Layer: layers.11.norm2.weight, Gradient Mean: -6.55754774925299e-05, Gradient Std: 0.00012427220644894987, Gradient Norm: 0.003892009612172842
DEBUG:root:Layer: layers.11.norm2.weight, Gradient Mean: -6.55754774925299e-05, Gradient Std: 0.00012427220644894987, Gradient Norm: 0.003892009612172842
DEBUG:root:Layer: layers.11.norm2.bias, Gradient Mean: 3.129244532829034e-06, Gradient Std: 9.481266170041636e-05, Gradient Norm: 0.002627246081829071
DEBUG:root:Layer: layers.11.norm2.bias, Gradient Mean: 3.129244532829034e-06, Gradient Std: 9.481266170041636e-05, Gradient Norm: 0.002627246081829071
DEBUG:root:Layer: layers.12.attention.query.weight, Gradient Mean: 5.921189641132699e-16, Gradient Std: 5.813357802253449e-06, Gradient Norm: 0.0044646551832556725
DEBUG:root:Layer: layers.12.attention.query.weight, Gradient Mean: 5.921189641132699e-16, Gradient Std: 5.813357802253449e-06, Gradient Norm: 0.0044646551832556725
DEBUG:root:Layer: layers.12.attention.query.bias, Gradient Mean: 8.112927929460056e-08, Gradient Std: 4.227325462125009e-06, Gradient Norm: 0.00011709637328749523
DEBUG:root:Layer: layers.12.attention.query.bias, Gradient Mean: 8.112927929460056e-08, Gradient Std: 4.227325462125009e-06, Gradient Norm: 0.00011709637328749523
DEBUG:root:Layer: layers.12.attention.key.weight, Gradient Mean: 4.539578636635804e-15, Gradient Std: 5.8866544350166805e-06, Gradient Norm: 0.004520947113633156
DEBUG:root:Layer: layers.12.attention.key.weight, Gradient Mean: 4.539578636635804e-15, Gradient Std: 5.8866544350166805e-06, Gradient Norm: 0.004520947113633156
DEBUG:root:Layer: layers.12.attention.key.bias, Gradient Mean: 1.976567103349411e-13, Gradient Std: 9.739987462398236e-12, Gradient Norm: 2.698022638636388e-10
DEBUG:root:Layer: layers.12.attention.key.bias, Gradient Mean: 1.976567103349411e-13, Gradient Std: 9.739987462398236e-12, Gradient Norm: 2.698022638636388e-10
DEBUG:root:Layer: layers.12.attention.value.weight, Gradient Mean: -3.710612139816785e-14, Gradient Std: 6.47595152258873e-05, Gradient Norm: 0.04973527044057846
DEBUG:root:Layer: layers.12.attention.value.weight, Gradient Mean: -3.710612139816785e-14, Gradient Std: 6.47595152258873e-05, Gradient Norm: 0.04973527044057846
DEBUG:root:Layer: layers.12.attention.value.bias, Gradient Mean: 5.607894763670629e-06, Gradient Std: 7.931803702376783e-05, Gradient Norm: 0.0022021846380084753
DEBUG:root:Layer: layers.12.attention.value.bias, Gradient Mean: 5.607894763670629e-06, Gradient Std: 7.931803702376783e-05, Gradient Norm: 0.0022021846380084753
DEBUG:root:Layer: layers.12.attention.out.weight, Gradient Mean: 2.056432357733229e-08, Gradient Std: 6.113752897363156e-05, Gradient Norm: 0.046953581273555756
DEBUG:root:Layer: layers.12.attention.out.weight, Gradient Mean: 2.056432357733229e-08, Gradient Std: 6.113752897363156e-05, Gradient Norm: 0.046953581273555756
DEBUG:root:Layer: layers.12.attention.out.bias, Gradient Mean: 4.850638554015907e-12, Gradient Std: 7.702950097154826e-05, Gradient Norm: 0.0021333140321075916
DEBUG:root:Layer: layers.12.attention.out.bias, Gradient Mean: 4.850638554015907e-12, Gradient Std: 7.702950097154826e-05, Gradient Norm: 0.0021333140321075916
